premise,conclusion,control,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,control_score,shuffled_diff,shuffled_diff_sd,params,model
Dolls use a tove.,All toys use a tove.,All birds use a tove.,doll,toy,use a,Dolls,toys,4,5,-9.0067720413208,-137.9029130935669,-5.684459686279297,4.68803071975708,5.9478302001953125,125288025,roberta-base
Tops can be daxed.,All toys can be daxed.,All birds can be daxed.,top,toy,can be,Tops,toys,1,1,-8.217966079711914,-174.2052116394043,-8.274446487426758,2.3194117546081543,0.8014730215072632,125288025,roberta-base
Tops can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,top,toy,can be,Tops,toys,1,2,-5.6154632568359375,-169.2781171798706,-10.458924293518066,1.5676888227462769,1.0180562734603882,125288025,roberta-base
Tops can be blicked.,All toys can be blicked.,All birds can be blicked.,top,toy,can be,Tops,toys,1,3,-9.884684562683105,-163.82058334350586,-14.67676830291748,1.153187870979309,0.9182340502738953,125288025,roberta-base
Tops can be gyred.,All toys can be gyred.,All birds can be gyred.,top,toy,can be,Tops,toys,1,4,-9.496424674987793,-149.98575019836426,-9.151497840881348,2.3448257446289062,1.0211708545684814,125288025,roberta-base
Tops can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,top,toy,can be,Tops,toys,1,5,-6.5829973220825195,-175.48512744903564,-9.452164649963379,1.7679363489151,1.05576491355896,125288025,roberta-base
Tops are beamish.,All toys are beamish.,All birds are beamish.,top,toy,are,Tops,toys,2,1,-10.338181495666504,-139.15327167510986,-11.410399436950684,3.4199066162109375,3.1385838985443115,125288025,roberta-base
Tops are slithy.,All toys are slithy.,All birds are slithy.,top,toy,are,Tops,toys,2,2,-9.323864936828613,-149.39011192321777,-9.91800308227539,1.6542049646377563,0.9149907231330872,125288025,roberta-base
Tops are mimsy.,All toys are mimsy.,All birds are mimsy.,top,toy,are,Tops,toys,2,3,-8.049002647399902,-140.63388061523438,-9.122385025024414,11.80768871307373,9.332521438598633,125288025,roberta-base
Tops are vorpal.,All toys are vorpal.,All birds are vorpal.,top,toy,are,Tops,toys,2,4,-7.376506805419922,-154.90118980407715,-7.695191383361816,2.395531177520752,1.0482388734817505,125288025,roberta-base
Tops are frabjous.,All toys are frabjous.,All birds are frabjous.,top,toy,are,Tops,toys,2,5,-8.448598861694336,-184.44720840454102,-10.627365112304688,3.3866539001464844,0.8338630795478821,125288025,roberta-base
Tops have wugs.,All toys have wugs.,All birds have wugs.,top,toy,have,Tops,toys,3,1,-6.612464904785156,-138.9386625289917,-9.688665390014648,1.3670501708984375,0.9227757453918457,125288025,roberta-base
Tops have feps.,All toys have feps.,All birds have feps.,top,toy,have,Tops,toys,3,2,-8.679301261901855,-137.61510753631592,-9.589643478393555,1.2674509286880493,2.139366626739502,125288025,roberta-base
Tops have blickets.,All toys have blickets.,All birds have blickets.,top,toy,have,Tops,toys,3,3,-8.65648078918457,-134.88659381866455,-10.57686996459961,3.6227264404296875,3.4310686588287354,125288025,roberta-base
Tops have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,top,toy,have,Tops,toys,3,4,-9.084957122802734,-176.39234352111816,-9.287145614624023,2.2711181640625,1.831064224243164,125288025,roberta-base
Tops have toves.,All toys have toves.,All birds have toves.,top,toy,have,Tops,toys,3,5,-17.976388931274414,-129.6477756500244,-13.301374435424805,3.216460704803467,4.353135108947754,125288025,roberta-base
Tops use a wug.,All toys use a wug.,All birds use a wug.,top,toy,use a,Tops,toys,4,1,-7.973732948303223,-140.66627883911133,-9.732413291931152,4.730452060699463,1.6155847311019897,125288025,roberta-base
Tops use a fep.,All toys use a fep.,All birds use a fep.,top,toy,use a,Tops,toys,4,2,-10.153958320617676,-146.096999168396,-8.637568473815918,4.312936782836914,2.4536690711975098,125288025,roberta-base
Tops use a blicket.,All toys use a blicket.,All birds use a blicket.,top,toy,use a,Tops,toys,4,3,-9.202978134155273,-148.61843013763428,-9.914536476135254,3.7421188354492188,0.7879065275192261,125288025,roberta-base
Tops use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,top,toy,use a,Tops,toys,4,4,-10.980154991149902,-181.6796293258667,-9.088061332702637,3.3864524364471436,1.4699978828430176,125288025,roberta-base
Tops use a tove.,All toys use a tove.,All birds use a tove.,top,toy,use a,Tops,toys,4,5,-10.773605346679688,-137.90291118621826,-11.389043807983398,4.591938018798828,5.9336466789245605,125288025,roberta-base
Jacks-in-the box can be daxed.,All toys can be daxed.,All birds can be daxed.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,1,-6.950931549072266,-174.2052116394043,-10.144318580627441,1.34162437915802,0.8521243929862976,125288025,roberta-base
Jacks-in-the box can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,2,-5.243725776672363,-169.2781171798706,-9.646108627319336,1.0422704219818115,0.5443177223205566,125288025,roberta-base
Jacks-in-the box can be blicked.,All toys can be blicked.,All birds can be blicked.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,3,-8.60222339630127,-163.8205852508545,-13.482799530029297,0.3303524851799011,1.2532899379730225,125288025,roberta-base
Jacks-in-the box can be gyred.,All toys can be gyred.,All birds can be gyred.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,4,-9.169859886169434,-149.98575019836426,-9.854161262512207,0.899957537651062,1.1681486368179321,125288025,roberta-base
Jacks-in-the box can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,5,-6.942630767822266,-175.48512744903564,-9.739874362945557,0.5183054208755493,0.9045614004135132,125288025,roberta-base
Jacks-in-the box are beamish.,All toys are beamish.,All birds are beamish.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,1,-8.615273475646973,-139.15327167510986,-10.922996044158936,3.8383567333221436,3.2281646728515625,125288025,roberta-base
Jacks-in-the box are slithy.,All toys are slithy.,All birds are slithy.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,2,-9.42168140411377,-149.39011192321777,-9.284053802490234,-0.0852733626961708,0.8398973941802979,125288025,roberta-base
Jacks-in-the box are mimsy.,All toys are mimsy.,All birds are mimsy.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,3,-7.311552047729492,-140.63388061523438,-8.69210147857666,8.707064628601074,9.380751609802246,125288025,roberta-base
Jacks-in-the box are vorpal.,All toys are vorpal.,All birds are vorpal.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,4,-6.971225738525391,-154.90118980407715,-8.687277793884277,1.3019481897354126,0.8796367049217224,125288025,roberta-base
Jacks-in-the box are frabjous.,All toys are frabjous.,All birds are frabjous.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,5,-7.41635799407959,-184.44720840454102,-10.67540454864502,0.05029020458459854,0.7283200621604919,125288025,roberta-base
Jacks-in-the box have wugs.,All toys have wugs.,All birds have wugs.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,1,-6.91239070892334,-138.9386625289917,-8.809134483337402,-0.41253891587257385,0.1981840282678604,125288025,roberta-base
Jacks-in-the box have feps.,All toys have feps.,All birds have feps.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,2,-8.548358917236328,-137.61510753631592,-10.50393533706665,-0.07256679236888885,1.2708970308303833,125288025,roberta-base
Jacks-in-the box have blickets.,All toys have blickets.,All birds have blickets.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,3,-10.711739540100098,-134.88659381866455,-7.895983695983887,-2.1228294372558594,0.8245086073875427,125288025,roberta-base
Jacks-in-the box have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,4,-12.390944480895996,-176.39234352111816,-9.58875560760498,-0.8590909242630005,0.5997411608695984,125288025,roberta-base
Jacks-in-the box have toves.,All toys have toves.,All birds have toves.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,5,-20.56233310699463,-129.6477756500244,-15.567176818847656,2.2910029888153076,4.531732559204102,125288025,roberta-base
Jacks-in-the box use a wug.,All toys use a wug.,All birds use a wug.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,1,-7.851982116699219,-140.66627883911133,-11.090924263000488,2.9738574028015137,1.3863465785980225,125288025,roberta-base
Jacks-in-the box use a fep.,All toys use a fep.,All birds use a fep.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,2,-9.260104179382324,-146.09699726104736,-11.695371627807617,4.265050888061523,2.107196092605591,125288025,roberta-base
Jacks-in-the box use a blicket.,All toys use a blicket.,All birds use a blicket.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,3,-11.587096214294434,-148.61843013763428,-9.450406074523926,3.0552210807800293,4.107011318206787,125288025,roberta-base
Jacks-in-the box use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,4,-14.162989616394043,-181.67963123321533,-11.313470840454102,2.7199997901916504,2.0360538959503174,125288025,roberta-base
Jacks-in-the box use a tove.,All toys use a tove.,All birds use a tove.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,5,-9.359539031982422,-137.9029130935669,-12.487092018127441,7.00937032699585,5.817096710205078,125288025,roberta-base
Toy soldiers can be daxed.,All toys can be daxed.,All birds can be daxed.,toy soldier,toy,can be,Toy soldiers,toys,1,1,-9.22378921508789,-174.2052116394043,-13.465323448181152,-2.643644332885742,1.7804678678512573,125288025,roberta-base
Toy soldiers can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,toy soldier,toy,can be,Toy soldiers,toys,1,2,-8.920355796813965,-169.2781171798706,-13.126980781555176,-2.6480071544647217,2.5977096557617188,125288025,roberta-base
Toy soldiers can be blicked.,All toys can be blicked.,All birds can be blicked.,toy soldier,toy,can be,Toy soldiers,toys,1,3,-7.292348861694336,-163.82058334350586,-13.185762405395508,-1.4544874429702759,1.4158307313919067,125288025,roberta-base
Toy soldiers can be gyred.,All toys can be gyred.,All birds can be gyred.,toy soldier,toy,can be,Toy soldiers,toys,1,4,-8.424866676330566,-149.98575019836426,-12.579156875610352,-0.33033132553100586,2.029754400253296,125288025,roberta-base
Toy soldiers can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,toy soldier,toy,can be,Toy soldiers,toys,1,5,-9.22176742553711,-175.48512744903564,-13.130012512207031,-3.340355634689331,1.5050320625305176,125288025,roberta-base
Toy soldiers are beamish.,All toys are beamish.,All birds are beamish.,toy soldier,toy,are,Toy soldiers,toys,2,1,-5.849348068237305,-139.15327167510986,-13.379305839538574,2.750122547149658,1.8968796730041504,125288025,roberta-base
Toy soldiers are slithy.,All toys are slithy.,All birds are slithy.,toy soldier,toy,are,Toy soldiers,toys,2,2,-5.438625335693359,-149.39011192321777,-12.359685897827148,-1.3479114770889282,0.9754385948181152,125288025,roberta-base
Toy soldiers are mimsy.,All toys are mimsy.,All birds are mimsy.,toy soldier,toy,are,Toy soldiers,toys,2,3,-5.347912788391113,-140.63388061523438,-12.09987735748291,2.5424652099609375,6.821349143981934,125288025,roberta-base
Toy soldiers are vorpal.,All toys are vorpal.,All birds are vorpal.,toy soldier,toy,are,Toy soldiers,toys,2,4,-7.553770065307617,-154.90118980407715,-11.668493270874023,-1.563315510749817,0.19632568955421448,125288025,roberta-base
Toy soldiers are frabjous.,All toys are frabjous.,All birds are frabjous.,toy soldier,toy,are,Toy soldiers,toys,2,5,-3.321282386779785,-184.44720840454102,-13.949626922607422,0.553296685218811,0.6641544103622437,125288025,roberta-base
Toy soldiers have wugs.,All toys have wugs.,All birds have wugs.,toy soldier,toy,have,Toy soldiers,toys,3,1,-4.758160591125488,-138.9386625289917,-10.646657943725586,1.803968071937561,1.1282892227172852,125288025,roberta-base
Toy soldiers have feps.,All toys have feps.,All birds have feps.,toy soldier,toy,have,Toy soldiers,toys,3,2,-6.616789817810059,-137.61510753631592,-11.1876802444458,-0.58247309923172,1.666119933128357,125288025,roberta-base
Toy soldiers have blickets.,All toys have blickets.,All birds have blickets.,toy soldier,toy,have,Toy soldiers,toys,3,3,-4.33232307434082,-134.88659381866455,-9.677069664001465,2.1818764209747314,0.8569723963737488,125288025,roberta-base
Toy soldiers have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,toy soldier,toy,have,Toy soldiers,toys,3,4,-5.336308479309082,-176.39234352111816,-10.94960880279541,0.7945168614387512,0.5800565481185913,125288025,roberta-base
Toy soldiers have toves.,All toys have toves.,All birds have toves.,toy soldier,toy,have,Toy soldiers,toys,3,5,-15.719463348388672,-129.6477756500244,-19.049413681030273,6.374808311462402,3.057248592376709,125288025,roberta-base
Toy soldiers use a wug.,All toys use a wug.,All birds use a wug.,toy soldier,toy,use a,Toy soldiers,toys,4,1,-10.63455581665039,-140.66627883911133,-13.315967559814453,1.5838173627853394,2.7418174743652344,125288025,roberta-base
Toy soldiers use a fep.,All toys use a fep.,All birds use a fep.,toy soldier,toy,use a,Toy soldiers,toys,4,2,-9.341103553771973,-146.096999168396,-11.287955284118652,2.579495668411255,2.8108038902282715,125288025,roberta-base
Toy soldiers use a blicket.,All toys use a blicket.,All birds use a blicket.,toy soldier,toy,use a,Toy soldiers,toys,4,3,-10.271391868591309,-148.61843013763428,-11.546473503112793,2.438127040863037,2.5086944103240967,125288025,roberta-base
Toy soldiers use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,toy soldier,toy,use a,Toy soldiers,toys,4,4,-12.603304862976074,-181.6796293258667,-14.103557586669922,0.2636767327785492,2.3802456855773926,125288025,roberta-base
Toy soldiers use a tove.,All toys use a tove.,All birds use a tove.,toy soldier,toy,use a,Toy soldiers,toys,4,5,-11.008545875549316,-137.90291118621826,-13.341216087341309,4.737880706787109,4.446198463439941,125288025,roberta-base
Yo-yos can be daxed.,All toys can be daxed.,All birds can be daxed.,yo-yo,toy,can be,Yo-yos,toys,1,1,-8.393576622009277,-174.2052116394043,-10.132079601287842,-1.587478756904602,1.341342568397522,125288025,roberta-base
Yo-yos can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,yo-yo,toy,can be,Yo-yos,toys,1,2,-6.478671073913574,-169.2781171798706,-10.625372409820557,-0.6125289797782898,1.0173550844192505,125288025,roberta-base
Yo-yos can be blicked.,All toys can be blicked.,All birds can be blicked.,yo-yo,toy,can be,Yo-yos,toys,1,3,-9.66225528717041,-163.8205852508545,-13.441034317016602,-1.510168433189392,0.8499656915664673,125288025,roberta-base
Yo-yos can be gyred.,All toys can be gyred.,All birds can be gyred.,yo-yo,toy,can be,Yo-yos,toys,1,4,-12.574780464172363,-149.98575019836426,-10.345623970031738,-3.0373611450195312,1.4283835887908936,125288025,roberta-base
Yo-yos can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,yo-yo,toy,can be,Yo-yos,toys,1,5,-8.660741806030273,-175.48512744903564,-10.401175498962402,-1.2242865562438965,2.4567010402679443,125288025,roberta-base
Yo-yos are beamish.,All toys are beamish.,All birds are beamish.,yo-yo,toy,are,Yo-yos,toys,2,1,-9.662870407104492,-139.15327167510986,-10.786189556121826,4.088631629943848,2.9661543369293213,125288025,roberta-base
Yo-yos are slithy.,All toys are slithy.,All birds are slithy.,yo-yo,toy,are,Yo-yos,toys,2,2,-11.421052932739258,-149.39011192321777,-9.650975227355957,-3.3496100902557373,1.511460304260254,125288025,roberta-base
Yo-yos are mimsy.,All toys are mimsy.,All birds are mimsy.,yo-yo,toy,are,Yo-yos,toys,2,3,-9.03961181640625,-140.63388061523438,-9.88232421875,4.731740951538086,10.723099708557129,125288025,roberta-base
Yo-yos are vorpal.,All toys are vorpal.,All birds are vorpal.,yo-yo,toy,are,Yo-yos,toys,2,4,-8.044899940490723,-154.90118980407715,-8.340712547302246,-0.804303765296936,1.006067156791687,125288025,roberta-base
Yo-yos are frabjous.,All toys are frabjous.,All birds are frabjous.,yo-yo,toy,are,Yo-yos,toys,2,5,-8.27487564086914,-184.44720840454102,-10.078612327575684,-1.1526587009429932,0.48200300335884094,125288025,roberta-base
Yo-yos have wugs.,All toys have wugs.,All birds have wugs.,yo-yo,toy,have,Yo-yos,toys,3,1,-6.727672576904297,-138.9386625289917,-8.594295501708984,0.09605636447668076,1.2971833944320679,125288025,roberta-base
Yo-yos have feps.,All toys have feps.,All birds have feps.,yo-yo,toy,have,Yo-yos,toys,3,2,-8.798064231872559,-137.61510753631592,-8.372293472290039,-1.7051931619644165,2.5615274906158447,125288025,roberta-base
Yo-yos have blickets.,All toys have blickets.,All birds have blickets.,yo-yo,toy,have,Yo-yos,toys,3,3,-8.634493827819824,-134.88659381866455,-5.648660659790039,1.5475077629089355,3.8854026794433594,125288025,roberta-base
Yo-yos have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,yo-yo,toy,have,Yo-yos,toys,3,4,-7.742798805236816,-176.3923454284668,-6.988458633422852,0.49562177062034607,0.9999661445617676,125288025,roberta-base
Yo-yos have toves.,All toys have toves.,All birds have toves.,yo-yo,toy,have,Yo-yos,toys,3,5,-15.96912431716919,-129.64777374267578,-8.556157112121582,3.8792991638183594,5.750571250915527,125288025,roberta-base
Yo-yos use a wug.,All toys use a wug.,All birds use a wug.,yo-yo,toy,use a,Yo-yos,toys,4,1,-7.699950218200684,-140.66628074645996,-10.202937126159668,1.4104454517364502,1.711379885673523,125288025,roberta-base
Yo-yos use a fep.,All toys use a fep.,All birds use a fep.,yo-yo,toy,use a,Yo-yos,toys,4,2,-8.851737976074219,-146.096999168396,-8.032814979553223,0.7432853579521179,1.4722938537597656,125288025,roberta-base
Yo-yos use a blicket.,All toys use a blicket.,All birds use a blicket.,yo-yo,toy,use a,Yo-yos,toys,4,3,-9.20480728149414,-148.61843013763428,-7.811797142028809,3.5830039978027344,2.5338284969329834,125288025,roberta-base
Yo-yos use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,yo-yo,toy,use a,Yo-yos,toys,4,4,-10.727153778076172,-181.67963123321533,-9.061627388000488,0.6144374012947083,1.0416944026947021,125288025,roberta-base
Yo-yos use a tove.,All toys use a tove.,All birds use a tove.,yo-yo,toy,use a,Yo-yos,toys,4,5,-8.449877738952637,-137.9029130935669,-10.6787748336792,2.8877463340759277,4.3761887550354,125288025,roberta-base
Blocks can be daxed.,All toys can be daxed.,All birds can be daxed.,block,toy,can be,Blocks,toys,1,1,-12.59167194366455,-174.2052116394043,-12.407711029052734,1.2131731510162354,0.8531168699264526,125288025,roberta-base
Blocks can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,block,toy,can be,Blocks,toys,1,2,-10.984951972961426,-169.27811908721924,-13.92099666595459,-0.8479518890380859,1.4880627393722534,125288025,roberta-base
Blocks can be blicked.,All toys can be blicked.,All birds can be blicked.,block,toy,can be,Blocks,toys,1,3,-14.34979248046875,-163.8205852508545,-15.314168930053711,1.1643069982528687,0.8081874251365662,125288025,roberta-base
Blocks can be gyred.,All toys can be gyred.,All birds can be gyred.,block,toy,can be,Blocks,toys,1,4,-12.779764175415039,-149.98575019836426,-13.77967357635498,0.35476312041282654,1.64033842086792,125288025,roberta-base
Blocks can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,block,toy,can be,Blocks,toys,1,5,-11.921900749206543,-175.48512744903564,-13.881275177001953,-1.1231399774551392,2.076296806335449,125288025,roberta-base
Blocks are beamish.,All toys are beamish.,All birds are beamish.,block,toy,are,Blocks,toys,2,1,-11.37023639678955,-139.15327167510986,-13.233243942260742,2.299907684326172,2.8513059616088867,125288025,roberta-base
Blocks are slithy.,All toys are slithy.,All birds are slithy.,block,toy,are,Blocks,toys,2,2,-12.2314453125,-149.39011192321777,-11.850354194641113,-0.024545764550566673,0.8530570864677429,125288025,roberta-base
Blocks are mimsy.,All toys are mimsy.,All birds are mimsy.,block,toy,are,Blocks,toys,2,3,-9.767592430114746,-140.63388061523438,-12.464953422546387,9.928633689880371,7.54253625869751,125288025,roberta-base
Blocks are vorpal.,All toys are vorpal.,All birds are vorpal.,block,toy,are,Blocks,toys,2,4,-11.124488830566406,-154.90118980407715,-11.698734283447266,0.5302268862724304,0.5993480682373047,125288025,roberta-base
Blocks are frabjous.,All toys are frabjous.,All birds are frabjous.,block,toy,are,Blocks,toys,2,5,-10.640153884887695,-184.44720840454102,-12.87585735321045,1.1090519428253174,1.8898853063583374,125288025,roberta-base
Blocks have wugs.,All toys have wugs.,All birds have wugs.,block,toy,have,Blocks,toys,3,1,-8.75163745880127,-138.9386625289917,-11.585623741149902,-1.1855206489562988,2.192417860031128,125288025,roberta-base
Blocks have feps.,All toys have feps.,All birds have feps.,block,toy,have,Blocks,toys,3,2,-11.713860511779785,-137.61510753631592,-11.606690406799316,0.5286464691162109,1.605951189994812,125288025,roberta-base
Blocks have blickets.,All toys have blickets.,All birds have blickets.,block,toy,have,Blocks,toys,3,3,-10.282952308654785,-134.88659381866455,-10.063892364501953,3.605961322784424,5.785166263580322,125288025,roberta-base
Blocks have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,block,toy,have,Blocks,toys,3,4,-11.339723587036133,-176.39234352111816,-10.108985900878906,-1.85330331325531,1.3826673030853271,125288025,roberta-base
Blocks have toves.,All toys have toves.,All birds have toves.,block,toy,have,Blocks,toys,3,5,-17.240207195281982,-129.6477756500244,-15.951129913330078,6.754258632659912,4.691425323486328,125288025,roberta-base
Blocks use a wug.,All toys use a wug.,All birds use a wug.,block,toy,use a,Blocks,toys,4,1,-10.716689109802246,-140.66627883911133,-11.22915267944336,4.533889293670654,2.232062339782715,125288025,roberta-base
Blocks use a fep.,All toys use a fep.,All birds use a fep.,block,toy,use a,Blocks,toys,4,2,-12.163082122802734,-146.09699726104736,-10.224644660949707,5.158328056335449,2.534837245941162,125288025,roberta-base
Blocks use a blicket.,All toys use a blicket.,All birds use a blicket.,block,toy,use a,Blocks,toys,4,3,-10.820273399353027,-148.61843013763428,-11.50521469116211,3.5954482555389404,2.1650445461273193,125288025,roberta-base
Blocks use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,block,toy,use a,Blocks,toys,4,4,-12.892353057861328,-181.67963123321533,-10.502549171447754,2.900008201599121,1.6898635625839233,125288025,roberta-base
Blocks use a tove.,All toys use a tove.,All birds use a tove.,block,toy,use a,Blocks,toys,4,5,-11.89232349395752,-137.9029130935669,-11.536883354187012,7.562243461608887,5.2528533935546875,125288025,roberta-base
Marbles can be daxed.,All toys can be daxed.,All birds can be daxed.,marble,toy,can be,Marbles,toys,1,1,-10.509058952331543,-174.2052116394043,-11.212079524993896,-0.6396665573120117,1.0232867002487183,125288025,roberta-base
Marbles can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,marble,toy,can be,Marbles,toys,1,2,-7.904084205627441,-169.2781171798706,-11.7928466796875,-0.2881735861301422,0.8738957643508911,125288025,roberta-base
Marbles can be blicked.,All toys can be blicked.,All birds can be blicked.,marble,toy,can be,Marbles,toys,1,3,-10.29975700378418,-163.82058334350586,-12.985629081726074,-0.1639256477355957,1.137531042098999,125288025,roberta-base
Marbles can be gyred.,All toys can be gyred.,All birds can be gyred.,marble,toy,can be,Marbles,toys,1,4,-10.93276596069336,-149.98575019836426,-10.217543601989746,-0.2014559805393219,1.1804081201553345,125288025,roberta-base
Marbles can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,marble,toy,can be,Marbles,toys,1,5,-9.756821632385254,-175.48512744903564,-10.739416122436523,-1.587005376815796,1.5846092700958252,125288025,roberta-base
Marbles are beamish.,All toys are beamish.,All birds are beamish.,marble,toy,are,Marbles,toys,2,1,-9.418974876403809,-139.15327167510986,-11.929722785949707,5.9630842208862305,5.963555812835693,125288025,roberta-base
